"Symbol","Name","Exchange"
"AUBN","Auburn National Bancorporation, Inc. - Common Stock","NASDAQ"
"AUDC","AudioCodes Ltd. - Ordinary Shares","NASDAQ"
"AUPH","Aurinia Pharmaceuticals Inc - Common Shares","NASDAQ"
"AURCU","Aurora Acquisition Corp. - Unit","NASDAQ"
"AUTL","Autolus Therapeutics plc - American Depositary Shares","NASDAQ"
"AUTO","AutoWeb, Inc. - Common Stock","NASDAQ"
"AUUD","Auddia Inc. - Common Stock","NASDAQ"
"AUUDW","Auddia Inc. - Warrants","NASDAQ"
"AUVI","Applied UV, Inc. - Common Stock","NASDAQ"
"AVAV","AeroVironment, Inc. - Common Stock","NASDAQ"
"AVCO","Avalon GloboCare Corp. - Common Stock","NASDAQ"
"AVCT","American Virtual Cloud Technologies, Inc.  - Common Stock","NASDAQ"
"AVCTW","American Virtual Cloud Technologies, Inc.  - Warrant expiring 4/7/2020","NASDAQ"
"AVDL","Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share","NASDAQ"
"AVEO","AVEO Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"AVGO","Broadcom Inc. - Common Stock","NASDAQ"
"AVGOP","Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A","NASDAQ"
"AVGR","Avinger, Inc. - Common Stock","NASDAQ"
"AVID","Avid Technology, Inc. - Common Stock","NASDAQ"
"AVIR","Atea Pharmaceuticals, Inc. - common stock","NASDAQ"
"AVNW","Aviat Networks, Inc. - Common Stock","NASDAQ"
"AVO","Mission Produce, Inc. - Common Stock","NASDAQ"
"AVRO","AVROBIO, Inc. - Common Stock","NASDAQ"
"AVT","Avnet, Inc. - Common Stock","NASDAQ"
"AVXL","Anavex Life Sciences Corp. - Common Stock","NASDAQ"
"AWH","Aspira Women's Health Inc. - Common Stock","NASDAQ"
"AWRE","Aware, Inc. - Common Stock","NASDAQ"
"AXAS","Abraxas Petroleum Corporation - Common Stock","NASDAQ"
"AXDX","Accelerate Diagnostics, Inc. - Common Stock","NASDAQ"
"AXGN","Axogen, Inc. - Common Stock","NASDAQ"
"AXLA","Axcella Health Inc. - Common Stock","NASDAQ"
"AXNX","Axonics, Inc. - Common Stock","NASDAQ"
"AXON","Axon Enterprise, Inc. - Common Stock","NASDAQ"
"AXSM","Axsome Therapeutics, Inc. - Common Stock","NASDAQ"
"AXTI","AXT Inc - Common Stock","NASDAQ"
"AY","Atlantica Sustainable Infrastructure plc - Ordinary Shares","NASDAQ"
"AYLA","Ayala Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"AYRO","AYRO, Inc. - Common Stock","NASDAQ"
"AYTU","Aytu BioPharma, Inc.  - Common Stock","NASDAQ"
"AZN","AstraZeneca PLC - American Depositary Shares","NASDAQ"
"AZPN","Aspen Technology, Inc. - Common Stock","NASDAQ"
"AZRX","AzurRx BioPharma, Inc. - Common Stock","NASDAQ"
"AZYO","Aziyo Biologics, Inc. - Class A Common Stock","NASDAQ"
"BAND","Bandwidth Inc. - Class A Common Stock","NASDAQ"
"BANF","BancFirst Corporation - Common Stock","NASDAQ"
"BANFP","BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities","NASDAQ"
"BANR","Banner Corporation - Common Stock","NASDAQ"
"BANX","StoneCastle Financial Corp - Common Stock","NASDAQ"
"BAOS","Baosheng Media Group Holdings Limited - Ordinary shares","NASDAQ"
"BATRA","Liberty Media Corporation - Series A Liberty Braves Common Stock","NASDAQ"
"BATRK","Liberty Media Corporation - Series C Liberty Braves Common Stock","NASDAQ"
"BBBY","Bed Bath & Beyond Inc. - Common Stock","NASDAQ"
"BBCP","Concrete Pumping Holdings, Inc.  - Common Stock","NASDAQ"
"BBGI","Beasley Broadcast Group, Inc. - Class A Common Stock","NASDAQ"
"BBH","VanEck Vectors Biotech ETF","NASDAQ"
"BBI","Brickell Biotech, Inc. - Common Stock","NASDAQ"
"BBIG","Vinco Ventures, Inc. - Common Stock","NASDAQ"
"BBIO","BridgeBio Pharma, Inc. - Common Stock","NASDAQ"
"BBQ","BBQ Holdings, Inc.  - Common Stock","NASDAQ"
"BBSI","Barrett Business Services, Inc. - Common Stock","NASDAQ"
"BCAB","BioAtla, Inc. - Common Stock","NASDAQ"
"BCAC","Brookline Capital Acquisition Corp. - Common Stock","NASDAQ"
"BCACU","Brookline Capital Acquisition Corp. - Units","NASDAQ"
"BCACW","Brookline Capital Acquisition Corp. - Warrant","NASDAQ"
"BCBP","BCB Bancorp, Inc. (NJ) - Common Stock","NASDAQ"
"BCDA","BioCardia, Inc. - Common Stock","NASDAQ"
"BCDAW","BioCardia, Inc. - Warrant","NASDAQ"
"BCEL","Atreca, Inc. - Class A Common Stock","NASDAQ"
"BCLI","Brainstorm Cell Therapeutics Inc. - Common Stock","NASDAQ"
"BCML","BayCom Corp - Common Stock","NASDAQ"
"BCOR","Blucora, Inc. - Common Stock","NASDAQ"
"BCOV","Brightcove Inc. - Common Stock","NASDAQ"
"BCOW","1895 Bancorp of Wisconsin, Inc. - Common Stock","NASDAQ"
"BCPC","Balchem Corporation - Common Stock","NASDAQ"
"BCRX","BioCryst Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"BCTG","BCTG Acquisition Corp. - Common Stock","NASDAQ"
"BCTX","BriaCell Therapeutics Corp. - Common Shares","NASDAQ"
"BCTXW","BriaCell Therapeutics Corp. - Warrant","NASDAQ"
"BCYC","Bicycle Therapeutics plc - American Depositary Shares","NASDAQ"
"BCYP","Big Cypress Acquisition Corp. - Common stock","NASDAQ"
"BCYPU","Big Cypress Acquisition Corp. - Unit","NASDAQ"
"BCYPW","Big Cypress Acquisition Corp. - Warrant","NASDAQ"
"BDSI","BioDelivery Sciences International, Inc. - Common Stock","NASDAQ"
"BDSX","Biodesix, Inc. - Common Stock","NASDAQ"
"BDTX","Black Diamond Therapeutics, Inc. - Common Stock","NASDAQ"
"BEAM","Beam Therapeutics Inc. - Common Stock","NASDAQ"
"BECN","Beacon Roofing Supply, Inc. - Common Stock","NASDAQ"
"BEEM","Beam Global - Common Stock","NASDAQ"
"BEEMW","Beam Global - Warrant","NASDAQ"
"BELFA","Bel Fuse Inc. - Class A Common Stock","NASDAQ"
"BELFB","Bel Fuse Inc. - Class B Common Stock","NASDAQ"
"BENE","Benessere Capital Acquisition Corp. - Class A Common Stock","NASDAQ"
"BENER","Benessere Capital Acquisition Corp. - Right","NASDAQ"
"BENEU","Benessere Capital Acquisition Corp. - Unit","NASDAQ"
"BENEW","Benessere Capital Acquisition Corp. - Warrant","NASDAQ"
"BFC","Bank First Corporation - Common Stock","NASDAQ"
"BFI","BurgerFi International Inc - Common Stock","NASDAQ"
"BFIIW","BurgerFi International Inc - Warrant","NASDAQ"
"BFIN","BankFinancial Corporation - Common Stock","NASDAQ"
"BFIT","Global X Health & Wellness ETF","NASDAQ"
"BFRA","Biofrontera AG - American Depositary Shares","NASDAQ"
"BFST","Business First Bancshares, Inc. - Common Stock","NASDAQ"
"BGCP","BGC Partners, Inc. - Class A Common Stock","NASDAQ"
"BGFV","Big 5 Sporting Goods Corporation - Common Stock","NASDAQ"
"BGNE","BeiGene, Ltd. - American Depositary Shares","NASDAQ"
"BGRN","iShares Global Green Bond ETF","NASDAQ"
"BHAT","Blue Hat Interactive Entertainment Technology - Ordinary Shares","NASDAQ"
"BHF","Brighthouse Financial, Inc. - Common Stock","NASDAQ"
"BHFAL","Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058","NASDAQ"
"BHFAN","Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C","NASDAQ"
"BHFAO","Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B","NASDAQ"
"BHFAP","Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A","NASDAQ"
"BHSE","Bull Horn Holdings Corp. - Ordinary Shares","NASDAQ"
"BHSEU","Bull Horn Holdings Corp. - Unit","NASDAQ"
"BHSEW","Bull Horn Holdings Corp. - Warrants","NASDAQ"
"BHTG","BioHiTech Global, Inc. - Common Stock","NASDAQ"
"BIB","ProShares Ultra Nasdaq Biotechnology","NASDAQ"
"BICK","First Trust BICK Index Fund","NASDAQ"
"BIDU","Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share","NASDAQ"
"BIGC","BigCommerce Holdings, Inc. - Series 1 Common Stock","NASDAQ"
"BIIB","Biogen Inc. - Common Stock","NASDAQ"
"BILI","Bilibili Inc. - American Depositary Shares","NASDAQ"
"BIMI","BOQI International Medical Inc. - Common Stock","NASDAQ"
"BIOC","Biocept, Inc. - Common Stock","NASDAQ"
"BIOL","Biolase, Inc. - Common Stock","NASDAQ"
"BIOT","Biotech Acquisition Company - Class A Ordinary Shares","NASDAQ"
"BIOTU","Biotech Acquisition Company - Unit","NASDAQ"
"BIOTW","Biotech Acquisition Company - Warrant","NASDAQ"
"BIS","ProShares UltraShort Nasdaq Biotechnology","NASDAQ"
"BIVI","BioVie Inc. - Common stock","NASDAQ"
"BJK","VanEck Vectors Gaming ETF","NASDAQ"
"BJRI","BJ's Restaurants, Inc. - Common Stock","NASDAQ"
"BKCC","BlackRock Capital Investment Corporation - Common Stock","NASDAQ"
"BKEP","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests","NASDAQ"
"BKEPP","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units","NASDAQ"
"BKNG","Booking Holdings Inc. - Common Stock","NASDAQ"
"BKSC","Bank of South Carolina Corp. - Common Stock","NASDAQ"
"BKYI","BIO-key International, Inc. - Common Stock","NASDAQ"
"BL","BlackLine, Inc. - Common Stock","NASDAQ"
"BLBD","Blue Bird Corporation - Common Stock","NASDAQ"
"BLCM","Bellicum Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"BLCN","Siren Nasdaq NexGen Economy ETF","NASDAQ"
"BLCT","BlueCity Holdings Limited - American Depositary Shares","NASDAQ"
"BLDP","Ballard Power Systems, Inc. - Common Shares","NASDAQ"
"BLDR","Builders FirstSource, Inc. - Common Stock","NASDAQ"
"BLFS","BioLife Solutions, Inc. - Common Stock","NASDAQ"
"BLI","Berkeley Lights, Inc. - Common Stock","NASDAQ"
"BLIN","Bridgeline Digital, Inc. - Common Stock","NASDAQ"
"BLKB","Blackbaud, Inc. - Common Stock","NASDAQ"
"BLMN","Bloomin' Brands, Inc. - Common Stock","NASDAQ"
"BLNK","Blink Charging Co. - Common Stock","NASDAQ"
"BLNKW","Blink Charging Co. - Warrant","NASDAQ"
"BLPH","Bellerophon Therapeutics, Inc. - Common Stock","NASDAQ"
"BLRX","BioLineRx Ltd. - American Depositary Shares","NASDAQ"
"BLSA","BCLS Acquisition Corp. - Class A Ordinary Shares","NASDAQ"
"BLTS","Bright Lights Acquisition Corp. - Class A Common Stock","NASDAQ"
"BLTSU","Bright Lights Acquisition Corp. - Unit","NASDAQ"
"BLTSW","Bright Lights Acquisition Corp. - Warrant","NASDAQ"
"BLU","BELLUS Health Inc. - Common Shares","NASDAQ"
"BLUE","bluebird bio, Inc. - Common Stock","NASDAQ"
"BLUW","Blue Water Acquisition Corp. - Class A Common Stock","NASDAQ"
"BLUWU","Blue Water Acquisition Corp. - Unit","NASDAQ"
"BLUWW","Blue Water Acquisition Corp. - Warrant","NASDAQ"
"BMBL","Bumble Inc. - common stock","NASDAQ"
"BMEA","Biomea Fusion, Inc. - Common Stock","NASDAQ"
"BMRA","Biomerica, Inc. - Common Stock","NASDAQ"
"BMRC","Bank of Marin Bancorp - Common Stock","NASDAQ"
"BMRN","BioMarin Pharmaceutical Inc. - Common Stock","NASDAQ"
"BMTC","Bryn Mawr Bank Corporation - Common Stock","NASDAQ"
"BND","Vanguard Total Bond Market ETF","NASDAQ"
"BNDW","Vanguard Total World Bond ETF","NASDAQ"
"BNDX","Vanguard Total International Bond ETF","NASDAQ"
"BNFT","Benefitfocus, Inc. - Common Stock","NASDAQ"
"BNGO","Bionano Genomics, Inc. - Common Stock","NASDAQ"
"BNGOW","Bionano Genomics, Inc. - Warrant","NASDAQ"
"BNR","Burning Rock Biotech Limited - American Depositary Shares","NASDAQ"
"BNSO","Bonso Electronics International, Inc. - Common Stock","NASDAQ"
"BNTC","Benitec Biopharma Inc. - Common Stock","NASDAQ"
"BNTX","BioNTech SE - American Depositary Shares","NASDAQ"
"BOCH","Bank of Commerce Holdings (CA) - Common Stock","NASDAQ"
"BOKF","BOK Financial Corporation - Common Stock","NASDAQ"
"BOKFL","BOK Financial Corporation - 5.375% Subordinated Notes due 2056","NASDAQ"
"BOLT","Bolt Biotherapeutics, Inc. - Common Stock","NASDAQ"
"BOMN","Boston Omaha Corporation - Class A Common Stock","NASDAQ"
"BOOM","DMC Global Inc. - Common Stock","NASDAQ"
"BOSC","B.O.S. Better Online Solutions - Ordinary Shares","NASDAQ"
"BOTJ","Bank of the James Financial Group, Inc. - Common Stock","NASDAQ"
"BOTZ","Global X Robotics & Artificial Intelligence ETF","NASDAQ"
"BOWX","BowX Acquisition Corp. - Class A Common Stock","NASDAQ"
"BOWXU","BowX Acquisition Corp. - Unit","NASDAQ"
"BOWXW","BowX Acquisition Corp. - Warrant","NASDAQ"
"BOXL","Boxlight Corporation - Class A Common Stock","NASDAQ"
"BPFH","Boston Private Financial Holdings, Inc. - Common Stock","NASDAQ"
"BPMC","Blueprint Medicines Corporation - Common Stock","NASDAQ"
"BPOP","Popular, Inc. - Common Stock","NASDAQ"
"BPOPM","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities","NASDAQ"
"BPOPN","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities","NASDAQ"
"BPRN","The Bank of Princeton - Common Stock","NASDAQ"
"BPTH","Bio-Path Holdings, Inc. - Common Stock","NASDAQ"
"BPTS","Biophytis SA - American Depositary Share","NASDAQ"
"BPY","Brookfield Property Partners L.P. - Limited Partnership Units","NASDAQ"
"BPYPN","Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3","NASDAQ"
"BPYPO","Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2","NASDAQ"
"BPYPP","Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units","NASDAQ"
"BPYU","Brookfield Property REIT Inc. - Class A Common Stock","NASDAQ"
"BPYUP","Brookfield Property REIT Inc. - 6.375% Series A Preferred Stock","NASDAQ"
"BREZ","Breeze Holdings Acquisition Corp. - Common Stock","NASDAQ"
"BREZR","Breeze Holdings Acquisition Corp. - Right","NASDAQ"
"BREZW","Breeze Holdings Acquisition Corp. - Warrant","NASDAQ"
"BRID","Bridgford Foods Corporation - Common Stock","NASDAQ"
"BRKL","Brookline Bancorp, Inc. - Common Stock","NASDAQ"
"BRKR","Bruker Corporation - Common Stock","NASDAQ"
"BRKS","Brooks Automation, Inc. - Common Stock","NASDAQ"
"BRLI","Brilliant Acquisition Corporation - Ordinary Shares","NASDAQ"
"BRLIR","Brilliant Acquisition Corporation - Rights","NASDAQ"
"BRLIU","Brilliant Acquisition Corporation - Unit","NASDAQ"
"BRLIW","Brilliant Acquisition Corporation - Warrants","NASDAQ"
"BROG","Brooge Energy Limited  - Ordinary Shares","NASDAQ"
"BROGW","Brooge Energy Limited  - Warrant","NASDAQ"
"BRP","BRP Group, Inc. - Class A Common Stock","NASDAQ"
"BRPA","Big Rock Partners Acquisition Corp. - Common Stock","NASDAQ"
"BRPAR","Big Rock Partners Acquisition Corp. - Right","NASDAQ"
"BRPAU","Big Rock Partners Acquisition Corp. - Unit","NASDAQ"
"BRPAW","Big Rock Partners Acquisition Corp. - Warrant","NASDAQ"
"BRPM","B. Riley Principal 150 Merger Corp. - Class A Common Stock","NASDAQ"
"BRPMU","B. Riley Principal 150 Merger Corp. - Unit","NASDAQ"
"BRPMW","B. Riley Principal 150 Merger Corp. - Warrant","NASDAQ"
"BRQS","Borqs Technologies, Inc.  - Ordinary Shares","NASDAQ"
"BRY","Berry Corporation (bry) - Common Stock","NASDAQ"
"BSAE","Invesco BulletShares 2021 USD Emerging Markets Debt ETF","NASDAQ"
"BSBE","Invesco BulletShares 2022 USD Emerging Markets Debt ETF","NASDAQ"
"BSBK","Bogota Financial Corp. - Common Stock","NASDAQ"
"BSCE","Invesco BulletShares 2023 USD Emerging Markets Debt ETF","NASDAQ"
"BSCL","Invesco BulletShares 2021 Corporate Bond ETF","NASDAQ"
"BSCM","Invesco BulletShares 2022 Corporate Bond ETF","NASDAQ"
"BSCN","Invesco BulletShares 2023 Corporate Bond ETF","NASDAQ"
"BSCO","Invesco BulletShares 2024 Corporate Bond ETF","NASDAQ"
"BSCP","Invesco BulletShares 2025 Corporate Bond ETF","NASDAQ"
"BSCQ","Invesco BulletShares 2026 Corporate Bond ETF","NASDAQ"
"BSCR","Invesco BulletShares 2027 Corporate Bond ETF","NASDAQ"
"BSCS","Invesco BulletShares 2028 Corporate Bond ETF","NASDAQ"
"BSCT","Invesco BulletShares 2029 Corporate Bond ETF","NASDAQ"
"BSCU","Invesco BulletShares 2030 Corporate Bond ETF","NASDAQ"
"BSDE","Invesco BulletShares 2024 USD Emerging Markets Debt ETF","NASDAQ"
"BSET","Bassett Furniture Industries, Incorporated - Common Stock","NASDAQ"
"BSGM","BioSig Technologies, Inc. - Common Stock","NASDAQ"
"BSJL","Invesco BulletShares 2021 High Yield Corporate Bond ETF","NASDAQ"
"BSJM","Invesco BulletShares 2022 High Yield Corporate Bond ETF","NASDAQ"
"BSJN","Invesco BulletShares 2023 High Yield Corporate Bond ETF","NASDAQ"
"BSJO","Invesco BulletShares 2024 High Yield Corporate Bond ETF","NASDAQ"
"BSJP","Invesco BulletShares 2025 High Yield Corporate Bond ETF","NASDAQ"
"BSJQ","Invesco BulletShares 2026 High Yield Corporate Bond ETF","NASDAQ"
"BSJR","Invesco BulletShares 2027 High Yield Corporate Bond ETF","NASDAQ"
"BSJS","Invesco BulletShares 2028 High Yield Corporate Bond ETF","NASDAQ"
"BSML","Invesco BulletShares 2021 Municipal Bond ETF","NASDAQ"
"BSMM","Invesco BulletShares 2022 Municipal Bond ETF","NASDAQ"
"BSMN","Invesco BulletShares 2023 Municipal Bond ETF","NASDAQ"
"BSMO","Invesco BulletShares 2024 Municipal Bond ETF","NASDAQ"
"BSMP","Invesco BulletShares 2025 Municipal Bond ETF","NASDAQ"
"BSMQ","Invesco BulletShares 2026 Municipal Bond ETF","NASDAQ"
"BSMR","Invesco BulletShares 2027 Municipal Bond ETF","NASDAQ"
"BSMS","Invesco BulletShares 2028 Municipal Bond ETF","NASDAQ"
"BSMT","Invesco BulletShares 2029 Municipal Bond ETF","NASDAQ"
"BSMU","Invesco BulletShares 2030 Municipal Bond ETF","NASDAQ"
"BSPE","Bespoke Capital Acquisition Corp. - Class A Restricted Voting Shares","NASDAQ"
"BSQR","BSQUARE Corporation - Common Stock","NASDAQ"
"BSRR","Sierra Bancorp - Common Stock","NASDAQ"
"BSVN","Bank7 Corp. - Common stock","NASDAQ"
"BSY","Bentley Systems, Incorporated - Class B Common Stock","NASDAQ"
"BTAI","BioXcel Therapeutics, Inc. - Common Stock","NASDAQ"
"BTAQ","Burgundy Technology Acquisition Corporation - Class A Ordinary Shares","NASDAQ"
"BTAQU","Burgundy Technology Acquisition Corporation - Unit","NASDAQ"
"BTAQW","Burgundy Technology Acquisition Corporation - Warrant","NASDAQ"
"BTBT","Bit Digital, Inc. - Ordinary Share","NASDAQ"
"BTEC","Principal Healthcare Innovators Index ETF","NASDAQ"
"BTNB","Bridgetown 2 Holdings Limited - Class A Ordinary Shares","NASDAQ"
"BTRS","BTRS Holdings Inc. - Class 1 Common Stock","NASDAQ"
"BTRSW","BTRS Holdings Inc. - Warrants","NASDAQ"
"BTWN","Bridgetown Holdings Limited - Class A Ordinary Shares","NASDAQ"
"BTWNU","Bridgetown Holdings Limited - Units","NASDAQ"
"BTWNW","Bridgetown Holdings Limited - Warrants","NASDAQ"
"BUG","Global X Cybersecurity ETF","NASDAQ"
"BUSE","First Busey Corporation - Common Stock","NASDAQ"
"BVS","Bioventus Inc. - Class A Common Stock","NASDAQ"
"BVXV","BiondVax Pharmaceuticals Ltd. - American Depositary Shares","NASDAQ"
"BWAC","Better World Acquisition Corp. - Common Stock","NASDAQ"
"BWACU","Better World Acquisition Corp. - Unit","NASDAQ"
"BWACW","Better World Acquisition Corp. - Warrants","NASDAQ"
"BWAY","Brainsway Ltd. - American Depositary Shares","NASDAQ"
"BWB","Bridgewater Bancshares, Inc. - Common Stock","NASDAQ"
"BWEN","Broadwind, Inc. - Common Stock","NASDAQ"
"BWFG","Bankwell Financial Group, Inc. - Common Stock","NASDAQ"
"BWMX","Betterware de Mexico, S.A.B de C.V. - Ordinary Shares","NASDAQ"
"BXRX","Baudax Bio, Inc. - Common stock","NASDAQ"
"BYFC","Broadway Financial Corporation - Common Stock","NASDAQ"
"BYND","Beyond Meat, Inc. - Common stock","NASDAQ"
"BYSI","BeyondSpring, Inc. - Ordinary Shares","NASDAQ"
"BYTSU","BYTE Acquisition Corp. - Units","NASDAQ"
"BZUN","Baozun Inc. - American Depositary Shares","NASDAQ"
"CAAS","China Automotive Systems, Inc. - Common Stock","NASDAQ"
"CABA","Cabaletta Bio, Inc. - Common Stock","NASDAQ"
"CAC","Camden National Corporation - Common Stock","NASDAQ"
"CACC","Credit Acceptance Corporation - Common Stock","NASDAQ"
"CACG","ClearBridge All Cap Growth ETF","NASDAQ"
"CAHC","CA Healthcare Acquisition Corp. - Class A Common Stock","NASDAQ"
"CAHCU","CA Healthcare Acquisition Corp. - Unit","NASDAQ"
"CAHCW","CA Healthcare Acquisition Corp. - Warrant","NASDAQ"
"CAKE","The Cheesecake Factory Incorporated - Common Stock","NASDAQ"
"CALA","Calithera Biosciences, Inc. - Common Stock","NASDAQ"
"CALB","California BanCorp - Common Stock","NASDAQ"
"CALM","Cal-Maine Foods, Inc. - Common Stock","NASDAQ"
"CALT","Calliditas Therapeutics AB - American Depositary Shares","NASDAQ"
"CAMP","CalAmp Corp. - Common Stock","NASDAQ"
"CAMT","Camtek Ltd. - Ordinary Shares","NASDAQ"
"CAN","Canaan Inc. - American Depositary Shares","NASDAQ"
"CAPA","HighCape Capital Acquisition Corp. - Class A Common Stock","NASDAQ"
"CAPAU","HighCape Capital Acquisition Corp. - Unit","NASDAQ"
"CAPAW","HighCape Capital Acquisition Corp. - Warrant","NASDAQ"
"CAPR","Capricor Therapeutics, Inc. - Common Stock","NASDAQ"
"CAR","Avis Budget Group, Inc. - Common Stock","NASDAQ"
"CARA","Cara Therapeutics, Inc. - Common Stock","NASDAQ"
"CARE","Carter Bankshares, Inc. - Common Stock","NASDAQ"
"CARG","CarGurus, Inc. - Class A Common Stock","NASDAQ"
"CARV","Carver Bancorp, Inc. - Common Stock","NASDAQ"
"CARZ","First Trust NASDAQ Global Auto Index Fund","NASDAQ"
"CASA","Casa Systems, Inc. - Common Stock","NASDAQ"
"CASH","Meta Financial Group, Inc. - Common Stock","NASDAQ"
"CASI","CASI Pharmaceuticals, Inc. - Common Stock","NASDAQ"
"CASS","Cass Information Systems, Inc - Common Stock","NASDAQ"
